eventname,outcome,type,compiledgametime,playsection,zone,manpowersituation,goal,teamid,playerid,opposingteamgoalieoniceid,xadjcoord,yadjcoord
reception,successful,regular,1795.5,outsideNorthWestDZ,dz,evenStrength,0,311,446706,80264,-97.2577209472656,0.25
pass,successful,stretchoffboards,1802.8334,outsideNorthEastDZ,dz,evenStrength,0,315,20775372,5152,-80.2726593017578,-17.3499984741211
reception,successful,regular,1804.4,northEastBoardsNZ,nz,evenStrength,0,315,126723,5152,15.2861995697021,34.4528999328613
pass,successful,eastwest,1804.4667,northEastBoardsNZ,nz,evenStrength,0,315,126723,5152,15.2861995697021,34.4528999328613
reception,successful,regular,1805.6666,northCenterNZ,nz,evenStrength,0,315,82048,5152,21.8244018554687,-11.3147048950195
pass,successful,ozentry,1805.7,northCenterNZ,nz,evenStrength,0,315,82048,5152,21.8244018554687,-11.3147048950195
reception,successful,ozentry,1807.1666,westPoint,oz,evenStrength,0,315,884,5152,38.4214630126953,-17.8529396057129
shot,successful,outside,1807.7333,centerPoint,oz,evenStrength,0,315,884,5152,47.9773445129395,-15.8411750793457
pass,failed,outletoffboards,1811.3667,outsideNorthWestDZ,dz,evenStrength,0,311,446706,80264,-95.2459564208984,15.3382339477539
pass,successful,south,1817.7333,outsideNorthWest,oz,evenStrength,0,315,121680,5152,78.1538162231445,-39.4794082641602
reception,successful,regular,1818.3667,outsideNorthWest,oz,evenStrength,0,315,80518,5152,59.5449905395508,-38.9764709472656
pass,successful,south,1818.7667,westPoint,oz,evenStrength,0,315,80518,5152,52.0008735656738,-37.467643737793
reception,successful,regular,1819.3334,westPoint,oz,evenStrength,0,315,400162,5152,34.9008712768555,-35.9588241577148
shot,failed,outsideblocked,1819.6,westPoint,oz,evenStrength,0,315,400162,5152,34.9008712768555,-34.4499969482422
pass,successful,slot,1821.6666,eastPoint,oz,evenStrength,0,315,20775372,5152,28.8656005859375,21.8794002532959
reception,successful,regular,1822.4,westOuterSlot,oz,evenStrength,0,315,80518,5152,74.6332244873047,-17.3499984741211
pass,failed,slot,1823.2,outsideNorthWest,oz,evenStrength,0,315,80518,5152,87.7096939086914,-7.79411697387695
pass,failed,stretchoffboards,1826.9,eastPointDZ,dz,evenStrength,0,311,1462,80264,-35.8988952636719,-37.9735298156738
pass,successful,north,1832.4333,westPoint,oz,evenStrength,0,315,400162,5152,32.8891067504883,-25.9000015258789
reception,successful,regular,1833.3667,outsideNorthWest,oz,evenStrength,0,315,179172,5152,92.7391052246094,-26.4029388427734
pass,failed,slot,1833.9667,outsideNorthWest,oz,evenStrength,0,315,179172,5152,91.7332229614258,-22.3794097900391
pass,successful,northoffboards,1836.4333,eastPoint,oz,evenStrength,0,315,20775372,5152,47.9773445129395,25.9029407501221
reception,successful,regular,1837.8,outsideNorthEast,oz,evenStrength,0,315,54915,5152,69.6037979125977,39.9852981567383
pass,successful,slot,1839.4667,eastPoint,oz,evenStrength,0,315,54915,5152,46.4684982299805,37.4706001281738
reception,successful,regular,1840.0667,eastOuterSlot,oz,evenStrength,0,315,884,5152,77.6508712768555,14.8382358551025
shot,failed,slot,1840.1,eastOuterSlot,oz,evenStrength,0,315,884,5152,77.6508712768555,13.8323535919189
pass,successful,north,1844.3,outsideNorthWest,oz,evenStrength,0,315,400162,5152,84.1891098022461,-36.4617614746094
reception,successful,regular,1844.7667,outsideNorthWest,oz,evenStrength,0,315,884,5152,92.7391052246094,-29.9235305786133
pass,failed,northoffboards,1853.0333,westPoint,oz,evenStrength,0,311,113401,80264,38.5363922119141,-23.3882350921631
pass,successful,d2doffboards,1860.4,outsideNorthWestDZ,dz,shortHanded,0,315,202206,5152,-80.2726593017578,13.8323535919189
reception,successful,regular,1861.8,outsideNorthWestDZ,dz,shortHanded,0,315,202206,5152,-92.84619140625,29.9264717102051
pass,successful,outlet,1871.9,centerPointDZ,dz,powerPlay,0,311,94531,80264,-37.4155807495117,4.27352905273438
reception,successful,regular,1872.6,southEastBoardsNZ,nz,powerPlay,0,311,112050,80264,-22.3273468017578,33.9470596313477
pass,successful,south,1873.0667,southEastBoardsNZ,nz,powerPlay,0,311,112050,80264,-22.3273468017578,34.4499969482422
reception,successful,regular,1874.5333,westOuterSlotDZ,dz,powerPlay,0,311,370192,80264,-55.0185203552246,6.78823471069336
pass,successful,eastwest,1876.4333,southCenterNZ,nz,powerPlay,0,311,370192,80264,-10.2567520141602,3.77058792114258
reception,successful,regular,1877,northCenterNZ,nz,powerPlay,0,311,111452,80264,4.32853698730469,-12.3235282897949
pass,successful,ozentry,1877.5,northCenterNZ,nz,powerPlay,0,311,111452,80264,10.8667755126953,-16.8500003814697
reception,successful,ozentry,1878.1,westPoint,oz,powerPlay,0,311,109964,80264,29.4756011962891,-36.9676475524902
pass,successful,north,1880.6666,outsideNorthWest,oz,powerPlay,0,311,109964,80264,74.7403106689453,-31.9382362365723
reception,successful,regular,1881.0667,outsideNorthWest,oz,powerPlay,0,311,111452,80264,78.2608947753906,-39.985294342041
pass,successful,south,1881.1,outsideNorthWest,oz,powerPlay,0,311,111452,80264,76.7520751953125,-38.4764709472656
reception,successful,regular,1882.2,westPoint,oz,powerPlay,0,311,94531,80264,29.9785461425781,-33.9500007629395
pass,successful,north,1883.5333,westPoint,oz,powerPlay,0,311,94531,80264,28.97265625,-16.3470592498779
reception,successful,regular,1884.2667,outsideNorthWest,oz,powerPlay,0,311,111452,80264,55.1255950927734,-34.955883026123
shot,failed,outsideblocked,1885.2333,outsideNorthWest,oz,powerPlay,0,311,111452,80264,60.6579437255859,-30.4294128417969
pass,successful,d2d,1896.8334,centerPointDZ,dz,powerPlay,0,311,94531,80264,-25.3449935913086,-5.78529357910156
reception,successful,regular,1898.1333,centerPointDZ,dz,powerPlay,0,311,112050,80264,-43.9538154602051,-0.252941131591797
pass,failed,ozentry,1901,northCenterNZ,nz,powerPlay,0,311,112050,80264,16.3991241455078,-17.3529415130615
pass,successful,outlet,1912.8667,outsideNorthEastDZ,dz,powerPlay,0,311,94531,80264,-81.1714630126953,-12.3235282897949
reception,successful,regular,1913.5333,eastPointDZ,dz,powerPlay,0,311,237838,80264,-47.4744033813477,-34.4529418945312
pass,successful,eastwest,1915.1333,southCenterNZ,nz,powerPlay,0,311,237838,80264,-22.3194999694824,-18.3588008880615
reception,successful,regular,1916.2333,southEastBoardsNZ,nz,powerPlay,0,311,370192,80264,-8.74793243408203,24.8941192626953
pass,successful,southoffboards,1918.4333,eastPoint,oz,powerPlay,0,311,370192,80264,46.0805206298828,34.9529418945312
reception,successful,regular,1919.9333,eastPoint,oz,powerPlay,0,311,370192,80264,44.0687561035156,40.9882354736328
pass,failed,eastwest,1920.4,eastPoint,oz,powerPlay,0,311,370192,80264,41.5540466308594,38.4735260009766
pass,successful,south,1924.5,northCenterNZ,nz,powerPlay,0,311,237838,80264,14.3952178955078,15.8411750793457
reception,successful,regular,1924.6666,northCenterNZ,nz,powerPlay,0,311,370192,80264,13.8922805786133,20.8705902099609
pass,successful,eastwest,1926.8667,southEastBoardsNZ,nz,powerPlay,0,311,370192,80264,-4.71654510498047,33.9470596313477
reception,successful,regular,1927.9333,northWestBoardsNZ,nz,powerPlay,0,311,2546838,80264,6.34815979003906,-34.955883026123
pass,successful,south,1927.9667,northWestBoardsNZ,nz,powerPlay,0,311,2546838,80264,4.83934020996094,-33.4470596313477
reception,successful,regular,1929.3334,eastPointDZ,dz,powerPlay,0,311,6588,80264,-30.3665466308594,-14.8382358551025
pass,successful,eastwest,1931.3667,southCenterNZ,nz,powerPlay,0,311,6588,80264,-18.2959594726562,9.30294036865234
reception,successful,regular,1932.2,northWestBoardsNZ,nz,powerPlay,0,311,2546838,80264,14.3952178955078,-36.4647064208984
pass,failed,south,1937.5667,outsideNorthWest,oz,powerPlay,0,311,2546838,80264,64.6893310546875,-40.9911766052246
pass,successful,d2d,1942.6333,outsideNorthWestDZ,dz,powerPlay,0,311,5152,80264,-66.5783081054687,29.4205856323242
reception,successful,regular,1943.8667,westPointDZ,dz,powerPlay,0,311,6588,80264,-53.501838684082,34.4499969482422
pass,successful,south,1948.9333,southCenterNZ,nz,powerPlay,0,311,6588,80264,-24.3312530517578,12.3205871582031
reception,successful,regular,1950.2667,centerPointDZ,dz,powerPlay,0,311,5814,80264,-46.4606628417969,15.3382339477539
shot,failed,slotblocked,1955.0667,eastOuterSlot,oz,powerPlay,0,311,110409,80264,67.1961822509766,21.3735275268555
pass,failed,northoffboards,1964.9667,outsideNorthWest,oz,shortHanded,0,315,179172,5152,59.0341911315918,-36.9647064208984
pass,successful,outlet,1968.7667,outsideNorthWestDZ,dz,powerPlay,0,311,237838,80264,-88.2047805786133,12.8235282897949
reception,successful,regular,1969.5,outsideNorthWestDZ,dz,powerPlay,0,311,110409,80264,-72.1106643676758,32.9411773681641
pass,successful,d2d,1971.3,westPointDZ,dz,powerPlay,0,311,110409,80264,-44.9518394470215,37.467643737793
reception,successful,regular,1971.9333,outsideNorthWestDZ,dz,powerPlay,0,311,6588,80264,-69.093017578125,29.9235305786133
pass,failed,stretch,1973.6333,centerPointDZ,dz,powerPlay,0,311,6588,80264,-47.4665451049805,4.27352905273438
pass,failed,outletoffboards,1978.6,outsideNorthWestDZ,dz,evenStrength,0,311,6588,80264,-94.7430114746094,23.3852920532227
pass,failed,outlet,1981.9667,westPointDZ,dz,evenStrength,0,311,5814,80264,-43.9459571838379,26.4029388427734
pass,successful,d2d,1987.6,outsideNorthWestDZ,dz,evenStrength,0,315,80264,5152,-98.8814849853516,2.26470565795898
reception,successful,regular,1989.6,outsideNorthWestDZ,dz,evenStrength,0,315,79380,5152,-85.8050079345703,34.955883026123
pass,successful,d2doffboards,1989.6333,outsideNorthWestDZ,dz,evenStrength,0,315,79380,5152,-85.8050079345703,34.955883026123
reception,successful,regular,1991,outsideNorthEastDZ,dz,evenStrength,0,315,400162,5152,-95.3608856201172,-18.8588218688965
pass,successful,outlet,1992,outsideNorthEastDZ,dz,evenStrength,0,315,400162,5152,-94.3550109863281,-22.3794097900391
reception,successful,regular,1992.6333,outsideNorthEastDZ,dz,evenStrength,0,315,81408,5152,-72.2256011962891,-33.9470596313477
pass,successful,outlet,1993.6333,eastPointDZ,dz,evenStrength,0,315,81408,5152,-48.5873565673828,-33.4441146850586
reception,successful,regular,1994.2,southWestBoardsNZ,nz,evenStrength,0,315,78625,5152,-21.4285354614258,-32.9411773681641
pass,successful,outlet,2000.5333,westPointDZ,dz,evenStrength,0,311,80,80264,-30.8694839477539,23.3852920532227
reception,successful,regular,2001.7,centerPointDZ,dz,evenStrength,0,311,446706,80264,-31.8753662109375,-6.79117584228516
pass,successful,stretch,2002.5,eastPointDZ,dz,evenStrength,0,311,446706,80264,-26.343017578125,-12.8264694213867
reception,successful,regular,2003.1666,northWestBoardsNZ,nz,evenStrength,0,311,113401,80264,10.8746337890625,-26.9088230133057
shot,failed,slot,2007.2667,innerSlot,oz,evenStrength,0,311,113401,80264,87.3217010498047,4.77647018432617
shot,failed,slot,2007.6,innerSlot,oz,evenStrength,0,311,1731661,80264,86.8187561035156,-0.252941131591797
pass,failed,north,2012.3,northEastBoardsNZ,nz,evenStrength,0,311,80,80264,9.86875152587891,31.9352951049805
pass,successful,outlet,2020.6333,outsideNorthEastDZ,dz,evenStrength,0,311,108339,80264,-95.2459564208984,-28.4176464080811
reception,successful,regular,2021.2333,outsideNorthEastDZ,dz,evenStrength,0,311,94531,80264,-72.1106643676758,-35.9617652893066
pass,successful,outlet,2021.8334,outsideNorthEastDZ,dz,evenStrength,0,311,94531,80264,-63.0577201843262,-34.4529418945312
reception,successful,regular,2022.9333,westPointDZ,dz,evenStrength,0,311,112050,80264,-37.9106636047363,38.9764709472656
pass,successful,ozentry,2025.3334,northEastBoardsNZ,nz,evenStrength,0,311,112050,80264,10.3716888427734,29.4205856323242
reception,successful,ozentry,2025.9,westPoint,oz,evenStrength,0,311,94531,80264,30.9922790527344,-25.9029407501221
shot,failed,outside,2027.2333,outsideNorthWest,oz,evenStrength,0,311,94531,80264,67.2040405273438,-26.4058818817139
pass,successful,outlet,2034.1333,centerPointDZ,dz,evenStrength,0,315,202206,5152,-46.0726623535156,10.8147048950195
reception,successful,regular,2035,southWestBoardsNZ,nz,evenStrength,0,315,126723,5152,-10.3638305664063,-37.970588684082
pass,failed,eastwest,2036.7333,northCenterNZ,nz,evenStrength,0,315,126723,5152,18.3038177490234,-4.27352905273438
reception,failed,regular,2036.9667,northCenterNZ,nz,evenStrength,0,315,202206,5152,22.8302841186523,2.76764678955078
pass,successful,d2d,2037.3,centerPointDZ,dz,evenStrength,0,311,370192,80264,-32.3783111572266,-9.80882263183594
reception,successful,regular,2037.7333,centerPointDZ,dz,evenStrength,0,311,108339,80264,-41.4313011169434,-10.3118000030518
pass,failed,outlet,2057.2334,outsideNorthEastDZ,dz,evenStrength,0,315,400162,5152,-94.3550109863281,-23.8882369995117
shot,successful,outside,2058.6,outsideNorthEast,oz,evenStrength,0,311,111452,80264,84.2961883544922,27.9117660522461
pass,successful,d2d,2060.6,outsideNorthEastDZ,dz,evenStrength,0,315,78625,5152,-70.7167663574219,-22.3794097900391
reception,successful,regular,2061.5334,outsideNorthEastDZ,dz,evenStrength,0,315,400162,5152,-76.7520751953125,-16.3441162109375
pass,successful,outletoffboards,2062.2,outsideNorthEastDZ,dz,evenStrength,0,315,400162,5152,-85.3020629882812,-26.4029388427734
reception,successful,regular,2063.4333,eastPointDZ,dz,evenStrength,0,315,81408,5152,-40.0373687744141,-38.4735260009766
pass,successful,outlet,2063.9666,eastPointDZ,dz,evenStrength,0,315,81408,5152,-38.5285339355469,-37.467643737793
reception,successful,regular,2064.7334,southCenterNZ,nz,evenStrength,0,315,10534,5152,-4.83148193359375,-9.30294036865234
pass,failed,south,2074.1667,outsideNorthEast,oz,evenStrength,0,315,78625,5152,90.2244033813477,31.4352931976318
pass,successful,d2doffboards,2078.9,outsideNorthEastDZ,dz,evenStrength,0,311,237838,80264,-96.2596969604492,-2.76764678955078
reception,successful,regular,2080.5667,outsideNorthEastDZ,dz,evenStrength,0,311,94531,80264,-90.7273406982422,-28.9205875396728
pass,failed,ozentrystretch,2081.9,outsideNorthEastDZ,dz,evenStrength,0,311,94531,80264,-74.6332244873047,-37.9735298156738
pass,successful,outlet,2085.7334,eastOuterSlotDZ,dz,evenStrength,0,315,400162,5152,-68.7050018310547,-10.3088226318359
reception,successful,regular,2086.5334,outsideNorthWestDZ,dz,evenStrength,0,315,79380,5152,-64.1785430908203,27.4117641448975
pass,successful,outletoffboards,2087.2666,outsideNorthWestDZ,dz,evenStrength,0,315,79380,5152,-69.2079467773438,37.470588684082
reception,successful,regular,2087.9666,southEastBoardsNZ,nz,evenStrength,0,315,10534,5152,-19.4167995452881,38.4765014648437
pass,successful,north,2088.1333,southEastBoardsNZ,nz,evenStrength,0,315,10534,5152,-15.8962001800537,38.4765014648437
reception,successful,regular,2088.7666,southEastBoardsNZ,nz,evenStrength,0,315,78625,5152,-7.34618377685547,37.9735298156738
pass,successful,south,2088.9333,southEastBoardsNZ,nz,evenStrength,0,315,78625,5152,-8.35206604003906,37.470588684082
reception,successful,regular,2089.5334,southEastBoardsNZ,nz,evenStrength,0,315,10534,5152,-8.85501003265381,33.4471015930176
pass,successful,south,2090.3667,northEastBoardsNZ,nz,evenStrength,0,315,10534,5152,9.75380992889404,31.9381999969482
reception,successful,regular,2091.5667,southWestBoardsNZ,nz,evenStrength,0,315,400162,5152,-5.33441925048828,-27.408821105957
pass,failed,northoffboards,2093.4666,westPoint,oz,evenStrength,0,315,400162,5152,33.3841934204102,-36.4617614746094
pass,successful,north,2101.4666,northCenterNZ,nz,evenStrength,0,315,884,5152,22.8224258422852,14.8382358551025
reception,successful,regular,2102.4,northCenterNZ,nz,evenStrength,0,315,81408,5152,23.3253707885742,18.8617649078369
shot,successful,slot,2103.9,eastOuterSlot,oz,evenStrength,0,315,81408,5152,54.0047798156738,14.3352947235107
pass,successful,slot,2106.4333,eastOuterSlot,oz,evenStrength,0,315,884,5152,67.5841903686523,19.3647060394287
reception,successful,regular,2106.9333,eastOuterSlot,oz,evenStrength,0,315,54915,5152,63.0577201843262,11.8205871582031
pass,successful,south,2107.0334,eastOuterSlot,oz,evenStrength,0,315,54915,5152,61.5488967895508,13.3294124603271
reception,successful,regular,2107.7,eastPoint,oz,evenStrength,0,315,202206,5152,33.8871307373047,32.9441184997559
shot,successful,outside,2111.3,centerPoint,oz,evenStrength,0,315,202206,5152,45.4547805786133,18.8617649078369
pass,successful,outlet,2113.8333,centerPointDZ,dz,evenStrength,0,311,109372,80264,-53.501838684082,-0.755882263183594
reception,successful,regular,2114.4666,westPointDZ,dz,evenStrength,0,311,110409,80264,-39.9224281311035,21.8764724731445
pass,successful,south,2120.3,westOuterSlot,oz,powerPlay,0,311,109964,80264,70.2216949462891,-13.3294124603271
reception,successful,regular,2121.3667,westPoint,oz,powerPlay,0,311,94531,80264,36.0216979980469,-23.3882350921631
pass,successful,eastwest,2121.5334,westPoint,oz,powerPlay,0,311,94531,80264,37.0275726318359,-20.8735294342041
reception,successful,regular,2122.3333,eastPoint,oz,powerPlay,0,311,111452,80264,38.5363922119141,20.8705902099609
pass,successful,eastwest,2122.3667,eastPoint,oz,powerPlay,0,311,111452,80264,40.0452270507813,21.8764724731445
reception,successful,regular,2123.3333,centerPoint,oz,powerPlay,0,311,94531,80264,36.5246276855469,-10.3117637634277
pass,successful,north,2124,centerPoint,oz,powerPlay,0,311,94531,80264,36.5246276855469,-9.30588150024414
reception,successful,regular,2124.6333,outsideNorthWest,oz,powerPlay,0,311,370192,80264,60.6658020019531,-25.9029407501221
shot,successful,outside,2125.2334,outsideNorthWest,oz,powerPlay,0,311,370192,80264,61.1687469482422,-24.8970584869385
pass,successful,slot,2127.3333,westOuterSlot,oz,powerPlay,0,311,370192,80264,69.71875,-21.8794116973877
reception,successful,regular,2128.5667,westOuterSlot,oz,powerPlay,0,311,112050,80264,58.1511001586914,-21.8794002532959
shot,failed,slotblocked,2128.6,westOuterSlot,oz,powerPlay,0,311,112050,80264,57.1452178955078,-21.3764705657959
pass,successful,d2d,2142.5,eastPointDZ,dz,powerPlay,0,311,94531,80264,-39.9224281311035,-32.9441184997559
reception,successful,regular,2143.6,westOuterSlotDZ,dz,powerPlay,0,311,111452,80264,-54.0047798156738,9.30294036865234
pass,successful,eastwest,2146.1333,southCenterNZ,nz,powerPlay,0,311,111452,80264,-1.69889831542969,19.8647079467773
reception,successful,regular,2146.7334,northWestBoardsNZ,nz,powerPlay,0,311,370192,80264,5.84522247314453,-23.3882350921631
pass,successful,rush,2147.6333,westPoint,oz,powerPlay,0,311,370192,80264,28.4775695800781,-26.9088230133057
reception,successful,regular,2148.2334,westPoint,oz,powerPlay,0,311,109964,80264,34.5128631591797,-37.9735298156738
pass,successful,southoffboards,2150.7334,outsideNorthWest,oz,powerPlay,0,311,109964,80264,70.7246398925781,-29.9264717102051
reception,successful,regular,2152.0334,westPoint,oz,powerPlay,0,311,94531,80264,27.4716949462891,-25.3999996185303
pass,successful,eastwest,2152.6,westPoint,oz,powerPlay,0,311,94531,80264,31.9981689453125,-24.3941173553467
reception,successful,regular,2153.5667,eastPoint,oz,powerPlay,0,311,112050,80264,49.0981597900391,32.9411773681641
pass,successful,south,2156.8667,outsideNorthEast,oz,powerPlay,0,311,112050,80264,63.1805114746094,34.4499969482422
reception,successful,regular,2157.7666,eastPoint,oz,powerPlay,0,311,94531,80264,28.9805145263672,23.3852920532227
pass,successful,north,2158.9333,eastPoint,oz,powerPlay,0,311,94531,80264,29.9864044189453,15.3382339477539
reception,successful,regular,2159.5334,eastPoint,oz,powerPlay,0,311,112050,80264,42.5599212646484,26.4029388427734
pass,successful,slot,2160.5334,eastOuterSlot,oz,powerPlay,0,311,112050,80264,59.6599006652832,20.8705997467041
reception,successful,regular,2160.6667,eastOuterSlot,oz,powerPlay,0,311,111452,80264,68.2099304199219,7.79411697387695
pass,failed,eastwest,2160.7,eastOuterSlot,oz,powerPlay,0,311,111452,80264,68.2099304199219,7.79411697387695
pass,successful,outletoffboards,2161.2666,outsideNorthWestDZ,dz,shortHanded,0,315,20161,5152,-75.7461853027344,10.8147048950195
reception,successful,regular,2163.7334,outsideNorthWestDZ,dz,shortHanded,0,315,884,5152,-56.6344146728516,36.9676475524902
pass,successful,south,2166.7666,northEastBoardsNZ,nz,shortHanded,0,315,884,5152,7.74205017089844,27.9147052764893
reception,successful,regular,2167.1667,northEastBoardsNZ,nz,shortHanded,0,315,54915,5152,3.215576171875,28.9205875396728
pass,successful,north,2170.7,centerPoint,oz,powerPlay,0,311,111452,80264,27.4716949462891,-0.252941131591797
reception,successful,regular,2171.2334,westPoint,oz,powerPlay,0,311,370192,80264,39.5422821044922,-20.3705883026123
pass,successful,eastwest,2172.5334,outsideNorthWest,oz,powerPlay,0,311,370192,80264,60.6658020019531,-25.3999996185303
reception,successful,regular,2173.7334,eastPoint,oz,powerPlay,0,311,112050,80264,39.5422821044922,24.3911743164062
pass,successful,north,2175.1,outsideNorthEast,oz,powerPlay,0,311,112050,80264,64.1864013671875,27.408821105957
reception,successful,regular,2176.1667,outsideNorthEast,oz,powerPlay,0,311,111452,80264,69.2158050537109,32.9411773681641
pass,successful,eastwest,2176.6,outsideNorthEast,oz,powerPlay,0,311,111452,80264,62.1746368408203,32.9411773681641
reception,successful,regular,2177.4333,centerPoint,oz,powerPlay,0,311,94531,80264,29.9864044189453,-1.76176452636719
pass,successful,eastwest,2178.4333,centerPoint,oz,powerPlay,0,311,94531,80264,30.9922790527344,-0.252941131591797
reception,successful,regular,2179.0334,eastPoint,oz,powerPlay,0,311,111452,80264,40.5481567382813,21.8764724731445
pass,failed,slot,2179.7666,outsideNorthEast,oz,powerPlay,0,311,111452,80264,58.1511001586914,23.8882007598877
reception,failed,regular,2180.1667,outsideNorthEast,oz,powerPlay,0,311,109964,80264,85.3098983764648,9.30294036865234
shot,successful,slot,2181.4,innerSlot,oz,powerPlay,0,311,112050,80264,79.7775726318359,-4.27647018432617
pass,successful,north,2187.1333,southCenterNZ,nz,shortHanded,0,315,202206,5152,-14.8903045654297,21.8794116973877
reception,successful,regular,2187.6333,southCenterNZ,nz,shortHanded,0,315,121680,5152,-1.81383514404297,6.28823471069336
pass,successful,outlet,2198,westOuterSlotDZ,dz,powerPlay,0,311,5814,80264,-65.5724258422852,22.8823547363281
reception,successful,regular,2198.8,centerPointDZ,dz,powerPlay,0,311,2546838,80264,-48.9753684997559,-13.8323535919189
pass,failed,outlet,2199.4666,centerPointDZ,dz,powerPlay,0,311,2546838,80264,-35.8988952636719,-8.80294036865234
shot,successful,outside,2201.3,northCenterNZ,oz,powerPlay,0,311,237838,80264,16.9099273681641,13.8294105529785
pass,successful,d2d,2210.1,outsideNorthWestDZ,dz,powerPlay,0,311,5152,80264,-98.7665405273438,1.75882339477539
reception,successful,regular,2212.9,outsideNorthEastDZ,dz,powerPlay,0,311,6588,80264,-84.6841888427734,-16.8500003814697
pass,successful,north,2215.7666,southCenterNZ,nz,powerPlay,0,311,6588,80264,-18.7988967895508,7.29117584228516
reception,successful,regular,2216.1,northEastBoardsNZ,nz,powerPlay,0,311,5814,80264,1.31874847412109,27.408821105957
pass,successful,ozentry,2216.9,northCenterNZ,nz,powerPlay,0,311,5814,80264,23.9511032104492,20.8705902099609
reception,successful,ozentry,2217.4,eastPoint,oz,powerPlay,0,311,110409,80264,40.5481567382813,38.4735260009766
pass,successful,south,2218.9666,outsideNorthEast,oz,powerPlay,0,311,110409,80264,65.6873626708984,38.4735260009766
reception,successful,regular,2220.3667,eastPoint,oz,powerPlay,0,311,6588,80264,28.97265625,34.4499969482422
shot,successful,outside,2222.6333,centerPoint,oz,powerPlay,0,311,6588,80264,50.09619140625,8.79999923706055
pass,successful,eastwest,2229.2,centerPoint,oz,powerPlay,0,311,370192,80264,31.4873657226562,4.77647018432617
reception,successful,regular,2230.6,westPoint,oz,powerPlay,0,311,6588,80264,37.5226593017578,-33.9500007629395
pass,failed,eastwest,2233.9333,westPoint,oz,powerPlay,0,311,6588,80264,51.1020660400391,-36.9676475524902
pass,successful,south,2236.1667,westOuterSlot,oz,powerPlay,0,311,370192,80264,67.6991271972656,-21.3764705657959
reception,successful,regular,2237.0667,westPoint,oz,powerPlay,0,311,80,80264,45.5697174072266,-27.4117641448975
pass,successful,north,2239,centerPoint,oz,powerPlay,0,311,80,80264,40.5402984619141,0.752941131591797
reception,successful,regular,2239.6,eastPoint,oz,powerPlay,0,311,94531,80264,44.0608978271484,34.9529418945312
pass,successful,eastwest,2240.5667,eastPoint,oz,evenStrength,0,311,94531,80264,35.5108947753906,32.438232421875
reception,successful,regular,2241.7334,westPoint,oz,evenStrength,0,311,80,80264,37.0197143554687,-16.3470592498779
shot,failed,outsideblocked,2241.8,westPoint,oz,evenStrength,0,311,80,80264,37.0197143554687,-16.3470592498779
pass,successful,eastwest,2244.8333,westPoint,oz,evenStrength,0,311,94531,80264,42.0491333007813,-31.9382362365723
reception,successful,regular,2245.6333,eastPoint,oz,evenStrength,0,311,80,80264,40.0373687744141,29.9235305786133
shot,failed,outside,2247.0334,outsideNorthEast,oz,evenStrength,0,311,80,80264,56.6344146728516,35.4558792114258
pass,successful,stretch,2254.2,westPointDZ,dz,evenStrength,0,315,78625,5152,-29.9864044189453,39.985294342041
reception,successful,regular,2255.1,northCenterNZ,nz,evenStrength,0,315,10534,5152,10.248893737793,15.8441181182861
pass,failed,outlet,2257.1,eastOuterSlotDZ,dz,evenStrength,0,311,111452,80264,-57.0302848815918,-2.26470565795898
pass,successful,north,2261.4333,eastPoint,oz,evenStrength,0,315,10534,5152,35.3959579467773,39.4823532104492
reception,successful,regular,2262.5667,outsideNorthEast,oz,evenStrength,0,315,78625,5152,74.6253662109375,38.9794120788574
pass,successful,southoffboards,2266.8,outsideNorthEast,oz,evenStrength,0,315,78625,5152,83.6783065795899,35.9617652893066
reception,successful,regular,2267.8,eastPoint,oz,evenStrength,0,315,79380,5152,29.3606643676758,37.9735298156738
shot,successful,outside,2268.8,eastPoint,oz,evenStrength,0,315,79380,5152,31.8753662109375,38.4764709472656
pass,successful,south,2273.1333,outsideNorthEast,oz,evenStrength,0,315,10534,5152,68.5900726318359,39.985294342041
reception,successful,regular,2274.2666,eastPoint,oz,evenStrength,0,315,79380,5152,31.372428894043,31.9382362365723
pass,successful,eastwest,2274.7666,eastPoint,oz,evenStrength,0,315,79380,5152,31.8753662109375,30.4294128417969
reception,successful,regular,2275.3333,westPoint,oz,evenStrength,0,315,20775372,5152,31.372428894043,-16.8470573425293
shot,failed,outsideblocked,2277,westPoint,oz,evenStrength,0,315,20775372,5152,34.8930130004883,-37.970588684082
pass,successful,outlet,2288.4,innerSlotDZ,dz,evenStrength,0,311,80,80264,-71.1126403808594,-1.76176452636719
reception,successful,regular,2289.7,eastPointDZ,dz,evenStrength,0,311,94531,80264,-44.9596977233887,-36.4647064208984
pass,successful,north,2290.6333,southWestBoardsNZ,nz,evenStrength,0,311,94531,80264,-23.8361663818359,-36.4647064208984
reception,successful,regular,2291.2,northWestBoardsNZ,nz,evenStrength,0,311,111452,80264,15.3932418823242,-37.470588684082
pass,successful,outlet,2297.0334,outsideNorthEastDZ,dz,evenStrength,0,315,202206,5152,-70.7167663574219,-38.4735260009766
reception,successful,regular,2297.8333,southWestBoardsNZ,nz,evenStrength,0,315,82048,5152,-17.9079513549805,-36.9647064208984
pass,failed,ozentryoffboards,2298.7666,southWestBoardsNZ,nz,evenStrength,0,315,82048,5152,-14.3873596191406,-37.467643737793
pass,failed,outletoffboards,2301.6667,eastOuterSlotDZ,dz,evenStrength,0,311,6588,80264,-65.0773468017578,-9.30588150024414
